AUI|CODE|STR|ISPREF|ETIQUETA_CIE9
B00005746A|S74.3|MICOSIS CUTANEA NC|Y|TIÑA
B00005747A|S74.4|ONICOMICOSIS|Y|OTRA ONICOMICOSIS, UÑA
B00005748A|S74.5|PITIRIASIS VERSICOLOR|Y|PITIRIASIS VERSICOLOR
B00005749A|S74.6|TIÑA|Y|TIÑA
B00005750A|S74.7|TIÑA VERSICOLOR|Y|TIÑA
B00005751A|S74.8|ECCEMA MARGINADO DE HEBRA|Y|OTRA DERMATOMICOSIS/MICOSIS CUTANEA, PIEL
B00005752A|S74.9|OTOMICOSIS|Y|OTRA DERMATOMICOSIS/MICOSIS CUTANEA, PIEL
B00005755A|S75.1|CANDIDIASIS (CUTANEA)|Y|CANDIDIASIS/MONILIASIS CUTANEA, PIEL
B00007728A|S75.2|CANDIDIASIS|Y|CANDIDIASIS/MONILIASIS CUTANEA, PIEL
B00005757A|S75.3|MUGUET|Y|CANDIDIASIS/MONILIASIS CUTANEA, PIEL
B00044631A|S75.5|CANDIDIASIS SUBMAMARIA|Y|INTERTRIGO MONILIASICO
B00045360A|S75.6|INTERTRIGO CANDIDIASICO|Y|CANDIDIASIS/MONILIASIS CUTANEA, PIEL
B00005761A|S75.7|PARONIQUIA CANDIDIASICA|Y|CANDIDIASIS/MONILIASIS CUTANEA, PIEL
B00005762A|S75.8|CANDIDIASIS AREA PAÑAL |Y|CANDIDIASIS/MONILIASIS CUTANEA, PIEL
B00005763A|S75.9|CANDIDIASIS PERIANAL|Y|CANDIDIASIS/MONILIASIS CUTANEA, REGION PERIANAL
B00005766A|S76.1|ERISIPELAS|Y|ERISIPELA
B00005767A|S76.10|CELULITIS, INFECCION|Y|CELULITIS, INFECCION
B00005768A|S76.11|LINFANGITIS AGUDA|Y|LINFANGITIS AGUDA
B00005769A|S76.12|CELULITIS (LOCALIZ.)|Y|CELULITIS, INFECCION
B00005770A|S76.13|LINFANGITIS|Y|LINFANGITIS AGUDA
B00005771A|S76.14|CELULITIS/ABSCESO DE LA CARA|Y|ERISIPELA
B00005772A|S76.15|CELULITIS/ABSCESO DE LA PIERNA, SALVO PIE|Y|CELULITIS, INFECCION
B00005773A|S76.16|OTRA CELULITIS Y ABSCESO|Y|CELULITIS, INFECCION
B00005774A|S76.2|INFECCION, PIEL NC|Y|OTRA INFECCION DE LA PIEL
B00005775A|S76.3|LEISHMANIOSIS|Y|LEISHMANIASIS
B00005776A|S76.4|ECTIMA|Y|OTRA INFECCION DE LA PIEL
B00005777A|S76.5|ERITEMA CRONICO MIGRATORIO|Y|OTRA INFECCION DE LA PIEL
B00005778A|S76.6|ERITRASMA|Y|OTRA INFECCION DE LA PIEL
B00005779A|S76.7|LYELL ESTAFILOCOCICO|Y|OTRA INFECCION DE LA PIEL
B00005780A|S76.8|SINDROME DE PIEL ESCALDADA ESTAFILOCOCICA|Y|OTRA INFECCION DE LA PIEL
B00005781A|S76.9|BOTO D'ORIENT (LEISH. CUTANIA)|Y|LEISHMANIASIS
B00005784A|S77.1|BASOCELULAR, CARCINOMA DE PIEL|Y|BASOCELULAR, CARCINOMA DE PIEL
B00074956A|S77.11|LIPOSARCOMA|Y|NEOPLASIA M PIEL
B11303865A|S77.12|EPITELIOMA/S NE|Y|ESPINOCELULAR, CARCINOMA DE PIEL
B02688595A|S77.13|CARCINOMA ESPINOCELULAR|Y|ESPINOCELULAR, CARCINOMA DE PIEL
B00044711A|S77.3|MELANOMA|Y|MELANOMA
B00005787A|S77.4|NEOPLASIA MALIGNA PIEL|Y|NEOPLASIA M PIEL
B00005788A|S77.5|ULCERA, ULCERACION CORROSIVA (CARCINOMA PIEL)|Y|BASOCELULAR, CARCINOMA DE PIEL
B08991716A|S77.6|CARCINOMA ESPINOCELULAR DE LA PIEL|Y|ESPINOCELULAR, CARCINOMA DE PIEL
B00005790A|S77.7|SARCOMA DE KAPOSI|Y|NEOPLASIA M PIEL
B11303807A|S78.1|LIPOMA/S|Y|LIPOMA
B00005792A|S78.4|LIPOMA (NO MAPEA)|Y|LIPOMA
B00076174A|S78.5|LIPOMA INFECTADO|Y|LIPOMA
B00005796A|S79.1|NEOPLASIA BENIGNA PIEL NC|Y|NEOPLASIA BENIGNA DE LA PIEL
B00005798A|S79.11|FIBROMA/S|Y|DERMATOFIBROMA
B11303691A|S79.12|PAPILOMA/S|Y|PAPILOMA CUTANEO
B00044781A|S79.14|QUISTE DERMOIDE|Y|QUISTE DERMOIDE
B00005802A|S79.2|NEOPLASIA BENIGNA PIEL NC LUNAR|Y|NEOPLASIA BENIGNA DE LA PIEL
B00005795A|S79.26|NEO BENIGNAS/INESPECIFICAS PIEL (NO MAPEA)|Y|NEOPLASIA INESPECIFICA DE LA PIEL
B11303821A|S79.27|FIBROMA/S CUTANEO/S|Y|DERMATOFIBROMA
B11303822A|S79.28|FIBROEPITELIOMA/S|Y|FIBROEPITELIOMA
B00066215A|S79.29|ANGIOQUERATOMA|Y|NEOPLASIA INESPECIFICA DE LA PIEL
B00005803A|S79.3|PAPILOMA CUTANEO|Y|PAPILOMA CUTANEO
B11303823A|S79.30|FIBROMA/S BLANDO/S|Y|FIBROEPITELIOMA
B00044832A|S79.31|LENTIGO SOLAR|Y|NEOPLASIA BENIGNA DE LA PIEL
B00044831A|S79.32|LENTIGO SENIL|Y|NEOPLASIA BENIGNA DE LA PIEL
B02618918A|S79.33|PAPILOMA FIBROEPITELIAL|Y|PAPILOMA CUTANEO
B00060355A|S79.34|NEVUS DE SUTTON|Y|NEOPLASIA BENIGNA DE LA PIEL
B00044796A|S79.35|PAPILOMA CUTANEO PLANTAR|Y|PAPILOMA CUTANEO
B00005800A|S79.36|POLIPO FIBROEPITELIAL|Y|POLIPO FIBROEPITELIAL
B00005804A|S79.4|FIBROMA PENDULAR|Y|NEOPLASIA INESPECIFICA DE LA PIEL
B11303791A|S79.5|ACROCORDON/ES|Y|DERMATOFIBROMA
B00005806A|S79.6|HISTIOCITOMA|Y|DERMATOFIBROMA
B11303689A|S79.7|LENTIGO NE|Y|NEOPLASIA BENIGNA DE LA PIEL
B00005808A|S79.8|NEUROFIBROMA|Y|NEOPLASIA INESPECIFICA DE LA PIEL
B00005809A|S79.9|DERMATOFIBROMA|Y|DERMATOFIBROMA
B00005812A|S80.1|QUEMADURA SOLAR|Y|QUEMADURA SOLAR, SOL
B00005813A|S80.2|QUERATOSIS|Y|QUERATOSIS
B00005814A|S80.3|QUERATOSI ACTINICA|Y|QUERATOSIS ACTINICA
B00005815A|S80.4|FOTOSENSIBILIDAD|Y|FOTOSENSIBILIDAD
B00005816A|S80.5|ERITEMA SOLAR|Y|QUEMADURA SOLAR, SOL
B00005819A|S81.1|ANTOJO (CONGENITO) HEMANGIOMA NC|Y|HEMANGIOMA, ANGIOMA CONGENITO
B02495304A|S81.10|HEMANGIOMA / LINFANGIOMA|Y|LINFANGIOMA
B00044907A|S81.11|HEMANGIOMA, ANGIOMA|Y|HEMANGIOMA, ANGIOMA
B00066882A|S81.3|ANGIOMA CAVERNOSO|Y|HEMANGIOMA, ANGIOMA
B00005824A|S81.6|ANGIOMA (MANCHA FRESA)|Y|HEMANGIOMA, ANGIOMA
B00005825A|S81.7|MARCA, MANCHA VINO (OPORTO)|Y|HEMANGIOMA, ANGIOMA
B00005820A|S81.8|LINFANGIOMA CONGENITO|Y|LINFANGIOMA CONGENITO
B00005828A|S82.1|LUNAR CONGENITO|Y|NEVUS/LUNAR
B00005829A|S82.10|NEVUS HIPERCROMIC|Y|NEVUS/LUNAR
B00005830A|S82.11|NEVUS DISPLASIC|Y|NEVUS/LUNAR
B00005831A|S82.12|NEVUS SEBACEO|Y|NEVUS/LUNAR
B00005832A|S82.13|NEVUS DE BECKER|Y|NEVUS/LUNAR
B00005833A|S82.2|NEVUS|Y|NEVUS/LUNAR
B00005834A|S82.3|NEVUS NO NEOPLASICO|Y|NEVUS/LUNAR
B00005835A|S82.4|NEVUS PIGMENTADO|Y|NEVUS/LUNAR
B00005836A|S82.5|LUNAR CAMBIO DE COL./TAMAÐO|Y|NEVUS/LUNAR
B00005837A|S82.6|LUNAR HEMORRAGICO|Y|NEVUS/LUNAR
B00005838A|S82.7|NEVUS CAMBIO COLOR/TAMAÐO|Y|NEVUS/LUNAR
B00005839A|S82.8|NEVUS AZUL|Y|NEVUS/LUNAR
B00005840A|S82.9|NEVUS ACROMIC|Y|NEVUS/LUNAR
B00005843A|S83.1|ANTOJO (CONGENITO) NC|Y|PEZON SUPERNUMERARIO
B00005844A|S83.2|CONGENITA, ANOM. PIEL|Y|PEZON SUPERNUMERARIO
B00005845A|S83.3|PEZONES, SUPERNUMER.|Y|PEZON SUPERNUMERARIO
B00005848A|S84.1|IMPETIGO|Y|IMPETIGO
B00005849A|S84.2|IMPETIGEN ESTAFILOCOCCIC|Y|IMPETIGO
B00005850A|S84.3|IMPETIGEN ESTREPTOCOCCIC|Y|IMPETIGO
B00005851A|S84.4|ECZEMA IMPETIGINITZAT|Y|IMPETIGO
B00005854A|S85.1|ABSCESO PILONIDAL|Y|ABSCESO PILONIDAL
B00005855A|S85.2|FISTULA PILONIDAL|Y|FISTULA PILONIDAL
B00005856A|S85.3|QUISTE PILONIDAL|Y|QUISTE PILONIDAL
B01659686A|S85.999|QUISTE PILONIDAL/FISTULA|Y|QUISTE PILONIDAL
B00005860A|S86.1|CASPA|Y|DERMATITIS SEBORREICA, ERITEMATOESCAMOSA
B11303438A|S86.-1|DERMATITIS SEBORREICA (RESTO)|Y|DERMATITIS SEBORREICA, ERITEMATOESCAMOSA
B00005861A|S86.2|DERMATITIS ERITEMATOESCAMOSA NC|Y|DERMATITIS SEBORREICA, ERITEMATOESCAMOSA
B00005862A|S86.3|DERMATITIS SEBORREICA NC|Y|DERMATITIS SEBORREICA, ERITEMATOESCAMOSA
B00071928A|S86.4|SEBORREA|Y|DERMATITIS SEBORREICA, ERITEMATOESCAMOSA
B00005864A|S86.5|COSTRA LACTEA|Y|ECCEMA SEBORREICO
B00045110A|S86.6|DERMATITIS SEBORREICA DE CUERO CABELLUDO|Y|DERMATITIS SEBORREICA, ERITEMATOESCAMOSA
B00045169A|S87.1|DERMATITIS ATOPICA|Y|DERMATITIS ATOPICA
B11303439A|S87.-1|DERMATITIS/ECCEMA ATOPICO (RESTO)|Y|DERMATITIS ATOPICA
B00005868A|S87.2|DERMATITIS FLEXURAL NC|Y|DERMATITIS FLEXURAL, DE LAS FLEXURAS
B00005869A|S87.3|ECCEMA ATOPICO NC|Y|ECCEMA ATOPICO
B00005870A|S87.4|ECCEMA INFANTIL NC|Y|ECCEMA ATOPICO
B00456722A|S87.99|DERMATITIS / ECCEMA ATOPICO|Y|DERMATITIS ATOPICA
B00045241A|S88.1|DERMATITIS DE CONTACTO|Y|DERMATITIS DE CONTACTO
B11303679A|S88.-1|DERMATITIS (RESTO)|Y|DERMATITIS DE CONTACTO
B00005874A|S88.10|DERMATITIS CUERO CABELLUDO|Y|DERMATITIS DE CONTACTO
B00005875A|S88.11|DERMATITIS MANOS|Y|DERMATITIS DE CONTACTO
B00005876A|S88.12|DERMATITIS PERIANAL|Y|DERMATITIS NE
B11303680A|S88.14|ECCEMA OTROS|Y|ECCEMA NE
B00005883A|S88.19|ECCEMA INTERTRIGO|Y|ECCEMA INTERTRIGO
B00005884A|S88.2|DERMATITIS ALERGICA NC|Y|DERMATITIS ALERGICA
B00005889A|S88.24|DERMATITIS QUIMICA|Y|DERMATITIS QUIMICA
B00005890A|S88.25|DERMATITIS PERIORAL NC|Y|DERMATITIS DE CONTACTO
B00045246A|S88.26|DERMATITIS DE CONTACTO MANOS|Y|DERMATITIS DE CONTACTO
B00005873A|S88.27|ALERGIA CUTANEA (DERM. CONT.)|Y|DERMATITIS ALERGICA
B00045474A|S88.28|DERMATITIS IRRITATIVA|Y|DERMATITIS NE
B00066487A|S88.29|DERMATITIS OCRE|Y|DERMATITIS NE
B00005891A|S88.3|DERMATITIS POR SOL NC|Y|DERMATITIS NE
B00045484A|S88.30|DERMATITIS PRURIGINOSA|Y|DERMATITIS NE
B00005916A|S88.32|DISHIDROSIS|Y|DERMATITIS NE
B00068859A|S88.33|DERMATITIS ECCEMATOSA|Y|ECCEMA NE
B00045507A|S88.34|ECCEMA CRONICO|Y|ECCEMA NE
B00045524A|S88.35|ECCEMA SOBREINFECTADO|Y|ECCEMA INTERTRIGO
B00005893A|S88.5|DERMATITIS, NC|Y|DERMATITIS NE
B00005894A|S88.6|ECCEMA NC|Y|DERMATITIS DE CONTACTO
B00005896A|S88.8|ECCEMA DE CONTACTO|Y|DERMATITIS DE CONTACTO
B00005897A|S88.9|DERMATITIS CARA|Y|DERMATITIS NE
B00005900A|S89.1|DERMATITIS DEL PAÑAL NC|Y|
B00005904A|S90.1|PITIRIASIS ROSADA|Y|PITIRIASIS ROSADA
B00005907A|S91.1|ARTROPATIA (ASOCIADA A) PSORIASIS|Y|PSORIASIS
B00005908A|S91.2|PSORIASIS SIN ARTROPATIA|Y|PSORIASIS
B00005909A|S91.3|PSORIASIS EN GOTAS|Y|PSORIASIS
B00005910A|S91.4|PSORIASIS EN PLACAS|Y|PSORIASIS
B00005911A|S91.5|PSORIASIS EN CUERO CABELLUDO|Y|PSORIASIS
B00005912A|S91.6|PSORIASIS|Y|PSORIASIS
B00005913A|S91.7|PSORIASIS INVERTIDA|Y|PSORIASIS
B11303444A|S92.-1|ENF GLANDULAR SUDORIPARAS (RESTO)|Y|HIDROSADENITIS
B00005917A|S92.2|ENFERMEDAD GLANDULAS SUDOR. NC|Y|HIDROSADENITIS
B00005918A|S92.3|GOLONDRINO|Y|GOLONDRINO
B00005919A|S92.4|HIDROSADENITIS/OTRAS ENF. DE LAS GLANDULAS SUDORIP.|Y|HIDROSADENITIS
B00005920A|S92.5|HIPERHIDROSIS (PATOL.)|Y|OTRA ENFERMEDAD DE LAS GLANDULAS SUDORIPARAS
B00005921A|S92.6|SUDAMINA (MILIARIA RUB.)|Y|SUDAMINA, MILIARIA
B00005922A|S92.7|SUDOR ESCASO|Y|ANHIDROSIS, SUDOR ESCASO
B00005925A|S93.1|QUISTE SEBACEO|Y|QUISTE SEBACEO
B11303445A|S93.-1|QUISTE SEBACEO (RESTO)|Y|QUISTE SEBACEO
B00045746A|S93.2|QUISTE EPIDERMICO|Y|QUISTE SEBACEO
B00045767A|S94.2|UÑA ENCARNADA|Y|UÑA ENCARNADA, INCARNADA
B00005933A|S95.1|MOLUSCO CONTAGIOSO|Y|MOLLUSCUM CONTAGIOSUM
B00005936A|S96.1|ACNE CONGLOBATA (QUISTICO)|Y|ACNE
B00005937A|S96.2|ACNE VULGAR|Y|ACNE
B01088260A|S96.3|ACNE NODULOQUISTICO|Y|ACNE
B00069705A|S96.4|ACNE PUSTULOSO|Y|ACNE
B00958270A|S96.5|ACNES|Y|ACNE
B00005941A|S96.6|GRANO/S|Y|GRANOS EN LA CARA
B00005942A|S96.7|ACNE NEONATAL|Y|ACNE
B00005945A|S97.1|DECUBITO, ULCERA POR|Y|ULCERA POR PRESION
B00005946A|S97.2|ULCERA, ULCERACION PIEL (CRONICA)|Y|ULCERA CRONICA DE LA PIEL
B00005947A|S97.3|ULCERA DE MIEMBROS INFERIORES, SALVO LLAGA DECUBITO|Y|ULCERA VASCULAR, VENOSA
B00005948A|S97.4|ULCERA, ULCERACION PIEL|Y|ULCERA CRONICA DE LA PIEL
B00005949A|S97.5|ULCERA DE PIE DIABETICO|Y|ULCERA DE PIE DIABETICO
B00005950A|S97.6|ULCERA, ULCERACION TORAX|Y|ULCERA CRONICA DE LA PIEL
B00005953A|S98.1|LESION PIEL URTICARIA NC|Y|URTICARIA
B00005954A|S98.10|URTICARIA IDIOPATICA|Y|URTICARIA
B00005955A|S98.11|URTICARIA PAPULOSA|Y|URTICARIA
B00005956A|S98.12|URTICARIA SOLAR|Y|URTICARIA
B00020299A|S98.129|ALERGIA  SOLAR|Y|URTICARIA
B00005957A|S98.13|URTICARIA A FRIGORE|Y|URTICARIA
B00005958A|S98.14|URTICARIA FISICA|Y|URTICARIA
B00005959A|S98.15|URTICARIA FACTICIA|Y|URTICARIA
B00005960A|S98.16|MASTOCITOSIS|Y|URTICARIA
B00045937A|S98.2|URTICARIA|Y|URTICARIA
B00005962A|S98.3|RASH URTICARIFORME|Y|URTICARIA
B00005963A|S98.4|HABONES|Y|HABONES
B00005964A|S98.5|URTICARIA AGUDA|Y|URTICARIA
B00005965A|S98.6|URTICARIA ALERGICA|Y|URTICARIA
B00005966A|S98.7|URTICARIA COLINERGICA|Y|URTICARIA
B00005967A|S98.8|URTICARIA CRONICA|Y|URTICARIA
B00005968A|S98.9|URTICARIA CRONICA IDIOPATICA|Y|URTICARIA
B00005430A|S04.21|HEMATOMA INCISION|Y|TUMEFACCION, MASA O BULTO SUPERFICIAL LOCALIZADA
B00101892A|S04.22|INFLAMACION/MASA LOCALIZADA|Y|TUMEFACCION, MASA O BULTO SUPERFICIAL LOCALIZADA
B00005431A|S04.3|HINCHAZON CUTAN. (LOCALI.)|Y|TUMEFACCION, MASA O BULTO SUPERFICIAL LOCALIZADA
B00005432A|S04.4|INFLAMACION, PIEL LOCALIZADA NC|Y|TUMEFACCION, MASA O BULTO SUPERFICIAL LOCALIZADA
B00005433A|S04.5|MASA, PIEL LOCALIZADA NC|Y|TUMEFACCION, MASA O BULTO SUPERFICIAL LOCALIZADA
B00005434A|S04.6|PAPULA CUTANEA LOCALIZADA|Y|PAPULA, PAPULAS
B00005435A|S04.7|QUISTE PIEL|Y|QUISTE PIEL, MASA LOCALIZADA
B00005436A|S04.8|RONCHAS|Y|RONCHAS
B00005437A|S04.9|TUMOR LOCALIZADO CUTANEO|Y|TUMEFACCION, MASA O BULTO SUPERFICIAL LOCALIZADA
B00005440A|S05.1|HEMATOMA SUBCUTA./GENERALIZ.|Y|INFLAMACION/MASAS/PAPULAS MULTIPLES
B00005441A|S05.2|HINCHAZON CUTAN. (GENER.)|Y|INFLAMACION/MASAS/PAPULAS MULTIPLES
B00005442A|S05.3|INFLAMACION, PIEL MULTIPLE NC|Y|INFLAMACION/MASAS/PAPULAS MULTIPLES
B00005443A|S05.4|MASA, PIEL MULTIPLE NC|Y|TUMOR, MASA MULTIPLE CUTANEO
B00005444A|S05.5|PAPULA CUTANEA MULTIPLE|Y|INFLAMACION/MASAS/PAPULAS MULTIPLES
B00005445A|S05.6|TUMOR MULTIPLE CUTANEO|Y|TUMOR, MASA MULTIPLE CUTANEO
B00005448A|S06.1|ERITEMA LOCALIZADO|Y|ENROJECIMIENTO, ERITEMA LOCALIZADO
B00005449A|S06.2|RASH, EXANT., LOCALIZADO|Y|RASH, EXANTEMA LOCALIZADO
B00005450A|S06.3|MACULA PELL|Y|RASH, EXANTEMA LOCALIZADO
B00005451A|S06.4|ERUPCION|Y|RASH, EXANTEMA LOCALIZADO
B00005452A|S06.5|ERITEMA PERIANAL|Y|ENROJECIMIENTO, ERITEMA LOCALIZADO
B00005453A|S06.6|ERITEMA|Y|ENROJECIMIENTO, ERITEMA LOCALIZADO
B00005454A|S06.7|RASH, EXANT., LABIOS|Y|RASH, EXANTEMA LOCALIZADO
B00005457A|S07.1|CALOR RASH, EXANTEMA|Y|RASH, EXANTEMA GENERALIZADO
B00005458A|S07.2|ERITEMA GENERALIZADO|Y|ENROJECIMIENTO, ERITEMA GENERALIZADO
B00005459A|S07.3|EXANTE. (PIEL). VEASE RASH|Y|RASH, EXANTEMA GENERALIZADO
B00005460A|S07.4|RASH, EXANT., GENERALIZADO|Y|RASH, EXANTEMA GENERALIZADO
B00005461A|S07.5|RASH PAPULOS NC|Y|RASH, EXANTEMA GENERALIZADO
B00005462A|S07.6|RASH, EXANT., CALOR (SUDOR)|Y|RASH, EXANTEMA GENERALIZADO
B00042617A|S08.1|CAMBIO EN EL COLOR DE LA PIEL|Y|CAMBIO EN EL COLOR DE LA PIEL
B00005466A|S08.10|ALTERACION COLOR DE LA CARA, NC|Y|CAMBIO EN EL COLOR DE LA PIEL
B00005467A|S08.2|ENROJECI. PIEL (ANORM.) (EXCESIVO)|Y|PALIDEZ Y RUBOR, COLOR PIEL
B00005468A|S08.3|PALIDEZ|Y|PALIDEZ, COLOR DE LA PIEL
B00005469A|S08.4|PECAS|Y|PECAS
B00005470A|S08.5|ROJO PIEL|Y|CAMBIO EN EL COLOR DE LA PIEL
B00005471A|S08.6|MANCHA CAFE CON LECHE|Y|CAMBIO EN EL COLOR DE LA PIEL
B00005472A|S08.7|MANCHA MONGOLICA|Y|CAMBIO EN EL COLOR DE LA PIEL
B00005473A|S08.8|CIANOSIS PIEL|Y|CIANOSIS, COLOR PIEL
B00005474A|S08.9|MANCHAS CUTANEAS|Y|CAMBIO EN EL COLOR DE LA PIEL
B00005477A|S09.1|ABSCESO DEDO (PIE/MANO)|Y|CELULITIS DEDO MANO
B00005478A|S09.2|CELULITIS (LOCALIZ.) DEDOS (PIE/MANO)|Y|CELULITIS DEDO MANO
B00005479A|S09.3|INFECCION, DEDOS NC (MANO/PIE)|Y|PANADIZO
B00005480A|S09.4|INFECCION, UÑA NC|Y|PANADIZO
B00005481A|S09.5|PANADIZO|Y|PANADIZO
B00005484A|S10.1|ABSCESO CUTANEO|Y|ABSCESO CUTANEO
B11303403A|S10.-1|FORUNCULO/ANTRAX (RESTO)|Y|ANTRAX
B00005485A|S10.10|ABSCESO CUTANEO ASPIACION DE|Y|ABSCESO CUTANEO
B00005486A|S10.11|FOLICULITIS NC|Y|FOLICULITIS
B00005487A|S10.12|INFECCION, PIEL NC LOCALIZADA|Y|INFECCION LOCALIZADA DE LA PIEL
B00005488A|S10.13|FOLICULITIS BARBA|Y|FOLICULITIS
B00005489A|S10.2|ABSCESO NO CLASIFICADO|Y|ABSCESO CUTANEO
B00005490A|S10.3|ANTRAX|Y|ANTRAX
B00005491A|S10.4|FORUNCULO (PIEL) NC|Y|FORUNCULO, DIVIESO PIEL
B00005492A|S10.5|ABSCESO INGUINAL|Y|ABSCESO CUTANEO
B00005493A|S10.6|ABSCESO MAMARIO|Y|ABSCESO CUTANEO
B00005494A|S10.7|ABSCESO PUNTO DE SUTURA, EN|Y|ABSCESO CUTANEO
B00005495A|S10.8|ABSCESO CUTANEO DRENAJE DE|Y|ABSCESO CUTANEO
B00005496A|S10.9|ABSCESO CUTANEO INCISION DE|Y|ABSCESO CUTANEO
B00005499A|S11.1|INFECCION DE HERIDA POSTRAUMATICA, PIEL|Y|INFECCION DE HERIDA POSTRAUMATICA, PIEL
B00005502A|S12.1|MORDEDURA INSECTO, DE (PICADURA)|Y|PICADURA DE INSECTO (NO TOXICA)
B00005503A|S12.2|PICADURA|Y|PICADURA DE INSECTO (NO TOXICA)
B00005504A|S12.3|PICADURA DE INSECTO (NO TOXICA)|Y|PICADURA DE INSECTO (NO TOXICA)
B00005505A|S12.4|PICADURA DE INSECTO (TOXICA)|Y|PICADURA DE INSECTO (NO TOXICA)
B00005506A|S12.5|PICADURA INSECTO COMUN CARA/CUELLO/CUER CABELL-SIN INFEC|Y|PICADURA DE INSECTO (NO TOXICA)
B00005507A|S12.6|PICADURA MEDUSA|Y|PICADURA DE INSECTO (NO TOXICA)
B00005510A|S13.1|MORDEDURA ANIMAL|Y|MORDEDURA ANIMAL (NO TOXICA)
B00005511A|S13.2|MORDEDURA HUMANA|Y|MORDEDURA HUMANA
B00267005A|S13.999|MORDEDURA|Y|MORDEDURA ANIMAL (NO TOXICA)
B00005514A|S14.1|AMPOLLA CUTANEA QUEMADURA, POR|Y|QUEMADURA, ESCALDADURA, PIEL
B00005515A|S14.2|ESCALDADURA|Y|QUEMADURA, ESCALDADURA, PIEL
B00005517A|S14.4|QUEMADURA (PIEL)|Y|QUEMADURA, ESCALDADURA, PIEL
B00005518A|S14.5|CREMADA GRAU I|Y|QUEMADURA, ESCALDADURA, PIEL
B00005519A|S14.6|CREMADA GRAU III (NECROSI)|Y|QUEMADURA, ESCALDADURA, PIEL
B00005520A|S14.7|QUEMADURA POR RADIACION|Y|QUEMADURA POR RADIACION
B00042962A|S15.1|CUERPO EXTRAÑO EN LA PIEL|Y|CUERPO EXTRAÑO EN LA PIEL
B00005524A|S15.2|EXTRAÐO CUERPO REMOCION DE PIEL|Y|CUERPO EXTRAÑO EN LA PIEL
B00042961A|S15.3|CUERPO EXTRAÑO BAJO LA UÑA|Y|CUERPO EXTRAÑO BAJO LA UÑA
B00005527A|S16.1|CONTUSION CUTANEA, CON SUPERFICIE INTACTA|Y|APLASTAMIENTO PIEL CON SUPERFICIE CUTANEA INTACTA
B00005528A|S16.10|CONTUSION DE ESPALDA|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005529A|S16.11|CONTUSION DE HOMBRO|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005530A|S16.12|CONTUSION DE LA CARA|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005531A|S16.13|CONTUSION DE MANDIBULA|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005532A|S16.14|CONTUSION DE MANO|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005533A|S16.15|CONTUSION DE MUSLO|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005534A|S16.16|CONTUSION DE NARIZ|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005535A|S16.17|CONTUSION DE PIE|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005536A|S16.18|CONTUSION DE PIERNA|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005537A|S16.19|CONTUSION DE RODILLA|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005538A|S16.2|HEMATOMA PIEL|Y|HEMATOMA PIEL
B00005539A|S16.20|CONTUSION DEDOS DE LA MANO|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005540A|S16.21|CONTUSION GLUTEO|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005541A|S16.22|CONTUSION TORACICA|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005542A|S16.23|FERIDA CONTUSA|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005543A|S16.24|CONT TRONCO|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005544A|S16.25|CONTUSION CADERA|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005545A|S16.26|CONTUSION CRANEAL|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005546A|S16.27|CONTUSION CUTANEA|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005547A|S16.28|CONTUSION DE MUÑECA|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005548A|S16.29|CONTUSION DE MUÑECA Y MANO, SALVO DEDO(S) SOLO|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005549A|S16.3|CONTUSION NC|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
