CIAP2|CIE9|DESCRIPTOR
S09|681.02|PANADIZO
S09|681.10|CELULITIS DEDO PIE
S09|686.9|INFECCION DEDO DE LA MANO
S09|686.9|INFECCION DEDO DEL PIE
S10|680.9|ANTRAX
S10|680.9|FORUNCULO, DIVIESO PIEL
S10|682.9|ABSCESO CUTANEO
S10|686.9|INFECCION LOCALIZADA DE LA PIEL
S10|686.9|PUSTULAS PIEL
S10|704.8|FOLICULITIS
S11|879.9|INFECCION DE HERIDA POSTRAUMATICA, PIEL
S11|879.9|INFECCION DE MORDEDURA, PIEL
S11|879.9|INFECCION DERMATOLOGICA POSTRAUMATICA, PIEL
S11|919.5|INFECCION DE PICADURA, PIEL
S12|919.4|PICADURA DE INSECTO (NO TOXICA)
S13|879.8|MORDEDURA ANIMAL (NO TOXICA)
S13|879.8|MORDEDURA HUMANA
S14|949.0|QUEMADURA (CUALQUIER GRADO)
S14|949.0|QUEMADURA POR RADIACION
S14|949.0|QUEMADURA QUIMICA
S14|949.0|QUEMADURA, ESCALDADURA, PIEL
S15|879.8|CUERPO EXTRAÑO EN LA PIEL
S15|883.1|CUERPO EXTRAÑO BAJO LA UÑA
S16|923.3|HEMATOMA SUBUNGUEAL, UÑA
S16|924.8|CONTUSIONES, MAGULLADURAS MULTIPLES (SUPERFICIE INTACTA)
S16|924.9|APLASTAMIENTO PIEL CON SUPERFICIE CUTANEA INTACTA
S16|924.9|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
S16|924.9|EQUIMOSIS
S16|924.9|HEMATOMA PIEL
S17|879.8|ABRASION/AMPOLLAS/ARAÑAZOS (CON ROTURA SUPERFICIE CUTANEA)
S17|879.8|EROSION PIEL
S17|879.8|HERIDA CONTUSA
S17|879.8|MAGULLADURA CON ROTURA DE LA SUPERFICIE CUTANEA
S18|879.8|DETERIORO DE LA INTEGRIDAD CUTANEA
S18|879.8|DETERIORO DE LA INTEGRIDAD TISULAR
S18|879.8|HERIDA INCISA, LACERACION, CORTE
S19|879.8|OTRA LESION DE LA PIEL
S19|883.1|AVULSION DE LA UÑA, UNGUEAL
S20|700|CALLO, CALLOSIDAD, CALLOS, CALLOSIDADES
S21|701.8|ARRUGAS PIEL
S21|701.8|CAMBIO EN LA TEXTURA DE LA PIEL
S21|701.8|DESCAMACION CUTANEA, PIEL
S21|701.8|EXFOLIACION CUTANEA
S21|701.8|PIEL ESCAMOSA
S21|701.8|SEQUEDAD PIEL, SECA
S21|701.8|SIGNO/SINTOMA DE LA TEXTURA CUTANEA
S22|703.8|FRAGILIDAD UNGUEAL
S22|703.9|SIGNO/SINTOMA DE LAS UÑA/S
S22|781.5|ACROPAQUIA (DEDOS EN PALILLO DE TAMBOR)
S23|704.00|ALOPECIA
S23|704.00|CAIDA DEL PELO
S23|704.00|CALVICIE
S23|704.01|ALOPECIA AREATA
S24|704.1|HIRSUTISMO
S24|704.8|PELO SECO, SEQUEDAD CUERO CABELLUDO
S24|704.9|OTRO SIGNO/SINTOMA DEL PELO/CABELLERA
S28|709.9|INCAPACIDAD/MINUSVALIA ATRIBUIBLE A LA PIEL, CUTANEA
S28|86.69|TRASPLANTE CUTANEO (TRANSPLANTE), PIEL
S29|707.9|ULCERA, PIEL NE
S29|709.9|CELULITIS NO INFECCIOSA, DEFORMACION
S29|709.9|OTRO SIGNO/SINTOMA DE LA PIEL
S29|879.8|HEMORRAGIA CUTANEA
S70|053.19|NEURALGIA POSTHERPETICA, HERPES ZOSTER, DOLOR
S70|053.29|HERPES ZOSTER OCULAR, OFTALMICO
S70|053.9|HERPES ZOSTER (OTRA LOCALIZACION)
S71|054.2|GINGIVOESTOMATITIS HERPETICA
S71|054.9|HERPES FEBRIL
S71|054.9|HERPES POR FRIO
S71|054.9|HERPES SIMPLE, LABIO, BOCA
S71|054.9|HERPES SIMPLE, OTRA LOCALIZACION
S72|127.0|OTRA ASCARIDIASIS
S72|133.0|SARNA, ESCABIOSIS
S72|133.9|OTRA ACARIASIS
S73|066.1|GARRAPATAS, PIEL
S73|132.0|PEDICULUS CAPITIS (PIOJO DE LA CABEZA)
S73|132.1|PEDICULUS CORPORIS (PIOJO DEL CUERPO)
S73|132.2|PHTHIRUS PUBIS (PIOJO PUBICO)
S73|132.9|INFECCION MIXTA (PEDICULOSIS / PHTHIRUS)
S73|132.9|INFESTACION PIOJOS
S73|134.0|MIASIS
S73|134.2|HIRUDINIASIS
S73|134.9|OTRA INFESTACION DE LA PIEL
S74|110.1|OTRA ONICOMICOSIS, UÑA
S74|110.4|PIE DE ATLETA
S74|110.5|HERPES CIRCINADO
S74|110.9|DERMATOFITOSIS
S74|110.9|TIÑA
S74|111.0|PITIRIASIS VERSICOLOR
S74|111.9|OTRA DERMATOMICOSIS/MICOSIS CUTANEA, PIEL
S75|112.3|CANDIDIASIS/MONILIASIS CUTANEA, PIEL
S75|112.3|CANDIDIASIS/MONILIASIS CUTANEA, REGION PERIANAL
S75|112.3|CANDIDIASIS/MONILIASIS CUTANEA, UÑA/S, ONICOMICOSIS
S75|695.89|INTERTRIGO MONILIASICO
S76|035|ERISIPELA
S76|085.9|LEISHMANIASIS
S76|103.9|MAL DE PINTO
S76|457.2|LINFANGITIS AGUDA
S76|682.9|CELULITIS, INFECCION
S76|686.00|PIODERMA
S76|686.9|OTRA INFECCION DE LA PIEL
S77|172.9|MELANOMA
S77|173.9|BASOCELULAR, CARCINOMA DE PIEL
S77|173.9|ESPINOCELULAR, CARCINOMA DE PIEL
S77|173.9|NEOPLASIA M PIEL
S77|173.9|ULCERA MALIGNA PIEL
S78|214.9|LIPOMA
S79|173.9|ENFERMEDAD DE BOWEN
S79|216.9|DERMATOFIBROMA
S79|216.9|FIBROEPITELIOMA
S79|216.9|LESION PREMALIGNA DE PIEL
S79|216.9|NEOPLASIA BENIGNA DE LA PIEL
S79|216.9|NEOPLASIA INESPECIFICA DE LA PIEL
S79|216.9|PAPILOMA CUTANEO
S79|216.9|POLIPO FIBROEPITELIAL
S79|216.9|QUISTE DERMOIDE
S80|692.71|QUEMADURA SOLAR, SOL
S80|692.72|DAÑO EN LA PIEL POR EL SOL
S80|692.72|ERUPCION SOLAR, PIEL
S80|692.72|FOTOSENSIBILIDAD
S80|701.1|QUERATOSIS
S80|702.0|QUERATOSIS ACTINICA
S80|702.0|QUERATOSIS SENIL
S80|702.19|QUERATOSIS SEBORREICA
S81|228.00|HEMANGIOMA, ANGIOMA
S81|228.00|HEMANGIOMA, ANGIOMA CONGENITO
S81|228.1|LINFANGIOMA
S81|228.1|LINFANGIOMA CONGENITO
S82|216.9|NEVUS/LUNAR
S83|757.6|PEZON SUPERNUMERARIO
S84|684|IMPETIGO
S85|685.0|ABSCESO PILONIDAL
S85|685.1|FISTULA PILONIDAL
S85|685.1|QUISTE PILONIDAL
S86|690.10|DERMATITIS SEBORREICA, ERITEMATOESCAMOSA
S86|690.18|ECCEMA SEBORREICO
S87|691.8|DERMATITIS ATOPICA
S87|691.8|DERMATITIS FLEXURAL, DE LAS FLEXURAS
S87|691.8|ECCEMA ATOPICO
S88|692.4|DERMATITIS QUIMICA
S88|692.6|DERMATITIS POR PLANTAS URTICARIAS
S88|692.9|ALERGIA DERMICA
S88|692.9|DERMATITIS ALERGICA
S88|692.9|DERMATITIS DE CONTACTO
S88|692.9|DERMATITIS NE
S88|692.9|ECCEMA NE
S88|695.89|ECCEMA INTERTRIGO
S90|696.3|PITIRIASIS ROSADA
S91|696.1|PSORIASIS
S92|705.0|ANHIDROSIS, SUDOR ESCASO
S92|705.1|ERITEMA POR CALOR
S92|705.1|SUDAMINA, MILIARIA
S92|705.81|DISHIDROSIS
S92|705.81|PONFOLIX
S92|705.83|GOLONDRINO
S92|705.83|HIDRADENITIS
S92|705.83|HIDROSADENITIS
S92|705.9|OTRA ENFERMEDAD DE LAS GLANDULAS SUDORIPARAS
S93|706.2|LOBANILLO
S93|706.2|QUISTE SEBACEO
S94|703.0|UÑA ENCARNADA, INCARNADA
S95|078.0|MOLLUSCUM CONTAGIOSUM
S96|706.1|ACNE
S96|706.1|COMEDON, COMEDONES
S96|706.1|ESPINILLAS
S96|706.1|GRANOS EN LA CARA
S97|454.0|ULCERA VASCULAR, ARTERIAL
S97|454.0|ULCERA VASCULAR, MIXTA
S97|454.0|ULCERA VASCULAR, VENOSA
S97|707.00|ULCERA POR PRESION
S97|707.10|ULCERA DE PIE DIABETICO
S97|707.00|ULCERA POR DECUBITO
S97|707.9|ULCERA CRONICA DE LA PIEL
S98|708.9|HABONES
S98|708.9|URTICARIA
S99|216.9|QUERATOACANTOMA
S99|216.9|QUISTE TRIQUILEMICO
S99|216.9|QUISTES DE MILIUM, MILIA, MILIARES
S99|686.1|GRANULOMA
S99|686.1|GRANULOMA PIOGENO
S99|694.0|DERMATITIS HERPETIFORME
S99|694.4|PENFIGO
S99|694.5|PENFIGOIDE
S99|694.9|DERMATOSIS BULLOSA
S99|695.0|ERITEMA TOXICO
S99|695.1|ERITEMA MULTIFORME
S99|695.2|ERITEMA NODOSO
S99|695.3|DERMATITIS PERIORAL
S99|695.3|RINOFIMA
S99|695.3|ROSACEA
S99|695.4|LUPUS DISCOIDE
S99|695.89|GRANULOMA ANULAR
S99|695.9|OTRA ENFERMEDAD ERITEMATOSA
S99|696.5|PITIRIASIS ALBA
S99|697.0|LIQUEN PLANO
S99|698.2|PRURIGO
S99|698.3|NEURODERMATITIS
S99|698.4|DERMATITIS FACTICIA
S99|701.1|HIPERQUERATOSIS NE
S99|701.1|QUERATODERMA ADQUIRIDO
S99|701.2|ACANTOSIS NIGRICANS ADQUIRIDA
S99|701.3|ESTRIAS
S99|701.5|OTRO TEJIDO DE GRANULACION ANORMAL
S99|701.9|OTRA ENFERMEDAD ATROFICA E HIPERTROFICA DE LA PIEL
S99|702.19|VERRUGA SEBORREICA
S99|702.8|OTRA DERMATOSIS
S99|702.8|VERRUGA SENIL
S99|703.8|ONICOGRIFOSIS, UÑA EN GARRA
S99|703.9|OTRA ENFERMEDAD DE LA UÑA/S
S99|706.2|QUISTE EPIDERMICO
S99|709.01|VITILIGO
S99|709.1|OTRA ALTERACION VASCULAR DE LA PIEL
S99|709.2|CICATRIZ
S99|709.2|CICATRIZ QUELOIDEA, QUELOIDE
S99|709.3|ALTERACION DEGENERATIVA DE LA PIEL
S99|709.4|GRANULOMA DE CUERPO EXTRAÑO DE LA PIEL Y TEJIDOS SUBCUTANEOS
S99|709.9|OTRA ENFERMEDAD DE FANERAS
S99|709.9|OTRA ENFERMEDAD DE LA PIEL NE
T01|783.5|POLIDIPSIA
T01|783.5|SED EXCESIVA
T02|783.6|APETITO EXCESIVO
T02|783.6|INGESTA EXCESIVA DE ALIMENTOS
T02|783.6|POLIFAGIA
T03|783.0|ANOREXIA (NO PSICOLOGICA)
T03|783.0|APETITO ESCASO
T03|783.0|PERDIDA, DISMINUCION DEL APETITO (NO PSICOLOGICO)
T05|783.0|DESEQUILIBRIO NUTRICIONAL POR DEFECTO
T05|783.3|DEFICIT AUTOCUIDADO: ALIMENTACION, ADULTO
T05|783.3|RECHAZO ALIMENTACION ADULTO (NO PSICOLOGICA)
T05|783.6|DESEQUILIBRIO NUTRICIONAL POR EXCESO
T05|783.6|RIESGO DE DESEQUILIBRIO NUTRICIONAL POR EXCESO
T05|783.9|OTRO PROBLEMA DE ALIMENTACION EN EL ADULTO
T05|783.9|PROBLEMA ALIMENTACION (QUE/COMO COMER/ALIMENTAR) ADULTO
T07|783.1|GANANCIA, AUMENTO DE PESO
T08|783.21|PERDIDA DE PESO, ADELGAZAMIENTO
T08|799.4|CAQUEXIA, CONSUNCION
T11|276.50|DEPLECION HIDRICA
T11|276.51|DESHIDRATACION
T28|259.9|INCAPACIDAD/MINUSVALIA POR ENDOCRINO/METABOLISMO/NUTRICION
T29|259.9|OTRO SIGNO/SINTOMA ENDOCRINO/METABOLICO/NUTRICIONAL
T29|783.22|DELGADEZ
T29|783.6|APETITO INSACIABLE DE ALIMENTO CONCRETO
T70|136.9|OTRA INFECCION ENDOCRINA
T71|193|NEOPLASIA M TIROIDES
T72|226|ADENOMA DE TIROIDES
T72|226|OTRA NEOPLASIA BENIGNA TIROIDES
T73|194.9|OTRA NEOPLASIA M ENDOCRINA
T73|227.9|OTRA NEOPLASIA BENIGNA ENDOCRINA
T73|227.9|OTRA NEOPLASIA INESPECIFICA ENDOCRINA
T73|259.2|SINDROME CARCINOIDE
T78|759.2|CONDUCTO/QUISTE TIROGLOSO
T80|243|CRETINISMO, ENANISMO CONGENITO
T80|759.2|OTRA ANOMALIA CONGENITA ENDOCRINA/METABOLICA
T80|759.2|TRASTORNO/S CONGENITO/S DEL METABOLISMO
T81|240.9|BOCIO NE
T81|240.9|BOCIO NO TOXICO
T81|240.9|BOCIO NORMOFUNCIONANTE
T81|241.0|NODULO TIROIDEO
T82|278.00|OBESIDAD
T83|278.02|SOBREPESO
T85|242.00|BOCIO TOXICO
T85|242.00|ENFERMEDAD DE GRAVES BASEDOW
T85|242.90|HIPERTIROIDISMO
T85|242.90|TIROTOXICOSIS
T86|244.9|HIPOTIROIDISMO
T86|244.9|MIXEDEMA
T86|245.2|ENFERMEDAD DE HASHIMOTO
T87|251.0|COMA HIPOGLUCEMICO
T87|251.0|COMA INSULINICO
T87|251.1|HIPERINSULINISMO
T87|251.2|HIPOGLUCEMIA
T89|250.01|DIABETES MELLITUS DM TIPO 1
T90|250.02|DIABETES MELLITUS DM TIPO 2
T91|260|KWASHIORKOR
T91|261|MARASMO NUTRITIVO
T91|265.0|BERIBERI
T91|265.2|PELAGRA
T91|267|ESCORBUTO
T91|268.0|RAQUITISMO
T91|269.2|DEFICIT VITAMINICO, VITAMINAS
T91|269.3|DEFICIENCIA DIETETICA MINERAL
T91|269.9|DEFICIT NUTRICIONAL, MALNUTRICION
T91|790.6|DEFICIENCIA HIERRO, FERROPENIA SIN ANEMIA
T9101|269.9|SOSPECHA DE RIESGO DE MALNUTRICION
T92|274.0|ARTROPATIA GOTOSA
T92|274.10|NEFROPATIA GOTOSA
T92|274.9|GOTA
T93|272.0|HIPERCOLESTEROLEMIA FAMILIAR
T93|272.0|HIPERCOLESTEROLEMIA PURA (COLESTEROL ALTO)
T93|272.1|HIPERTRIGLICERIDEMIA PURA, TRIGLICERIDOS
T93|272.2|HIPERLIPIDEMIA MIXTA
T93|272.2|XANTOMA
T93|272.3|HIPERQUILOMICRONEMIA
T93|272.4|HIPERLIPIDEMIA
T93|272.6|LIPODISTROFIA
T93|272.9|TRASTORNO METABOLISMO DE LIPIDOS/DISLIPEMIA
T99|245.9|OTRA TIROIDITIS
T99|246.2|QUISTE DE LA TIROIDES
T99|246.9|OTRO TRASTORNO DE LA TIROIDES
T99|252.00|HIPERPARATIROIDISMO
T99|252.1|HIPOPARATIROIDISMO
T99|253.0|ACROMEGALIA/GIGANTISMO
T99|253.5|DIABETES INSIPIDA
T99|254.9|ENFERMEDAD DE LA GLANDULA DEL TIMO
T99|255.0|SINDROME DE CUSHING
T99|255.10|HIPERALDOSTERONISMO
T99|255.4|ENFERMEDAD DE ADDISON
T99|255.4|INSUFICIENCIA CORTICOADRENAL
T99|255.4|INSUFICIENCIA SUPRARRENAL
T99|256.0|HIPERESTROGENISMO
T99|256.4|OVARIOS POLIQUISTICOS
T99|256.9|DISFUNCION OVARICA
T99|257.9|DISFUNCION TESTICULAR
T99|268.2|OSTEOMALACIA
T99|270.1|FENILCETONURIA (PKU)
T99|270.9|TRASTORNO TRANSPORTE Y METABOLISMO AMINOACIDOS
T99|271.0|GLUCOGENOSIS
T99|271.1|GALACTOSEMIA
T99|271.2|INTOLERANCIA A LA FRUCTOSA
T99|271.3|INTOLERANCIA A LA LACTOSA
T99|271.4|GLUCOSURIA RENAL
T99|273.3|MACROGLOBULINEMIA
T99|273.9|TRASTORNO METABOLISMO DE PROTEINAS
T99|275.0|HEMOCROMATOSIS
T99|275.49|PSEUDOGOTA (CONDROCALCINOSIS)
T99|275.9|ARTROPATIA POR CRISTALES
T99|275.9|ARTROSIS/ARTRITIS POR CRISTALES (EXCEPTO GOTA)
T99|277.00|FIBROSIS QUISTICA
T99|277.1|PORFIRIA
T99|277.30|AMILOIDOSIS
T99|277.4|SINDROME DE GILBERT
T99|277.9|OTRO PROBLEMA ENDOCRINO/ METABOLICO/NUTRICIONAL
U01|788.1|DISURIA, MICCION DOLOROSA, DOLOR, ARDOR
U02|788.41|MICCION IMPERIOSA/FRECUENTE
U02|788.41|POLAQUIURIA
U02|788.42|POLIURIA
U02|788.43|NICTURIA
U04|788.30|ENURESIS ORGANICA
U04|788.30|MICCION INVOLUNTARIA
U04|788.30|INCONTINENCIA URINARIA, DE ORINA
U04|788.33|INCONTINENCIA URINARIA DE ESTRES
U04|788.39|INCONTINENCIA URINARIA DE ESFUERZO
U04|788.39|INCONTINENCIA URINARIA DE URGENCIA
U05|788.5|ANURIA
U05|788.5|OLIGURIA
U05|788.69|ALTERACION ELIMINACION URINARIA
U05|788.38|MICCION POR REBOSAMIENTO
U05|788.69|OTRO PROBLEMA DE LA MICCION
U05|788.69|OTRO SIGNO/SINTOMA URINARIO, DE LA MICCION
U06|599.7|HEMATURIA, SANGRE EN ORINA
U06|599.7|MICROHEMATURIA
U07|599.0|OTRO SIGNO/SINTOMA DE LA ORINA
U08|788.20|RETENCION URINARIA, DE ORINA
U13|596.8|IRRITACION DE LA VEJIGA URINARIA
U13|596.8|OTRO SIGNO/SINTOMA DE LA VEJIGA URINARIA
U14|223.0|MASA RENAL
U14|788.0|COLICO RENAL
U14|788.0|DOLOR/MOLESTIA RIÑON, RENAL
U14|788.0|SIGNO/SINTOMA DEL RIÑON
U28|599.9|INCAPACIDAD/MINUSVALIA ATRIBUIBLE AL APARATO URINARIO
U28|788.69|DISMINUCION DEL FLUJO URINARIO
U28|55.69|TRASPLANTE RENAL (TRANSPLANTE)
U29|599.9|OTRO SIGNO/SINTOMA DEL APARATO URINARIO
U70|590.00|PIELITIS/PIELONEFRITIS CRONICA
U70|590.10|PIELITIS/PIELONEFRITIS AGUDA
U70|590.2|ABSCESO RENAL/PERIRRENAL
U70|590.9|INFECCION RENAL
U71|595.0|CISTITIS AGUDA/OTRA INFECCION URINARIA AGUDA
U71|595.2|CISTITIS CRONICA/OTRA INFECCION URINARIA CRONICA
U71|599.0|INFECCION URINARIA NE
U71|791.9|BACTERIURIA ASINTOMATICA
U72|597.0|ABSCESO URETRAL
U72|597.80|URETRITIS INESPECIFICA
U72|597.80|MEATITIS, URETRITIS MEATO
U72|597.80|URETRITIS
U72|597.81|SINDROME URETRAL
U75|189.0|NEOPLASIA M RIÑON, RENAL
U76|188.9|NEOPLASIA M VEJIGA URINARIA
U77|189.2|NEOPLASIA M DE URETER
U77|189.3|NEOPLASIA M DE URETRA
K86|401.9|HTA ESENCIAL NO COMPLICADA, HIPERTENSION ARTERIAL
K86|401.9|HTA IDIOPATICA NO COMPLICADA, HIPERTENSION ARTERIAL
K86|401.9|HTA NO COMPLICADA, HIPERTENSION ARTERIAL
K86|401.9|HTA SECUNDARIA NO COMPLICADA, HIPERTENSION ARTERIAL
K87|401.0|HTA MALIGNA, HIPERTENSION ARTERIAL
K87|401.9|HTA COMPLICADA, HIPERTENSION ARTERIAL
K87|401.9|HTA CON AFECTACION DE ORGANOS DIANA, HIPERTENSION ARTERIAL
K87|402.90|ENFERMEDAD CARDIACA HIPERTENSIVA
K87|402.90|HIPERTROFIA VENTRICULAR IZQUIERDA (HVI)
K87|403.90|ENFERMEDAD RENAL HIPERTENSIVA
K87|404.90|ENFERMEDAD CARDIACA Y RENAL HIPERTENSIVA
K87|437.2|ENCEFALOPATIA HIPERTENSIVA
K88|458.0|HIPOTENSION ARTERIAL ORTOSTATICA
K88|458.0|HIPOTENSION ARTERIAL POSTURAL
K88|458.9|HIPOTENSION ARTERIAL IDIOPATICA
K89|435.3|INSUFICIENCIA VERTEBROBASILAR, BASILAR
K89|435.9|ARTERIOSCLEROSIS CEREBRAL, ISQUEMIA TRANSITORIA
K89|435.9|ATAQUE CEREBRAL ISQUEMICO TRANSITORIO (AIT) (TIA)
K89|435.9|ISQUEMIA CEREBRAL TRANSITORIA
K89|437.7|AMNESIA TRANSITORIA GLOBAL
K90|430|HEMORRAGIA SUBARACNOIDEA
K90|431|HEMORRAGIA CEREBRAL
K90|434.00|TROMBOSIS CEREBRAL
K90|434.10|EMBOLISMO CEREBRAL
K90|434.90|OCLUSION/ESTENOSIS ARTERIAL CEREBRAL
K90|434.91|INFARTO CEREBRAL
K90|436|ACCIDENTE CEREBROVASCULAR/ICTUS/ACV
K90|436|ARTERIOSCLEROSIS CEREBRAL, ACV, ICTUS
K91|436|ENFERMEDAD CEREBROVASCULAR
K91|437.3|ANEURISMA CEREBRAL
K91|438.89|SECUELA/S DE ICTUS/ACV
K92|440.20|ATEROSCLEROSIS PERIFERICA/ENFERMEDAD ARTERIAL PERIFERICA
K92|440.24|GANGRENA
K92|440.9|ATEROMA
K92|440.9|OTRA ARTERIOSCLEROSIS
K92|443.0|ENFERMEDAD DE RAYNAUD
K92|443.0|SINDROME DE RAYNAUD
K92|443.1|TROMBOANGEITIS OBLITERANTE (ENFERMEDAD DE BUERGER)
K92|443.89|OTRA ENFERMEDAD VASCULAR PERIFERICA
K92|443.9|CLAUDICACION INTERMITENTE
K92|443.9|VASOESPASMO
K92|444.9|EMBOLISMO ARTERIAL, EMBOLIA
K92|444.9|TROMBOSIS ARTERIAL PERIFERICA
K92|447.1|ESTENOSIS ARTERIAL
K92|447.6|ENDARTERITIS
K93|415.19|EMBOLIA E INFARTO PULMONARES
K93|415.19|EMBOLISMO PULMONAR
K93|415.19|INFARTO PULMONAR
K93|415.19|TROMBOEMBOLISMO PULMONAR (TEP)
K93|415.19|TROMBOSIS PULMONAR
K94|451.9|FLEBITIS
