AUI|CODE|STR|ISPREF
B00758353A|L96.16|LESION MENISCO (RODILLA DERECHA) AGUDA NC|N
B00427395A|K90.48|ACCIDENTE CEREBROVASCULAR (AIT 1991)|N
B11402138A|L72.3|FRACTURA DE RADIO - IZQ|N
B02923878A|S16.3|CONTUSION COSTAL  DCHO|N
B00022581A|K07.5|EDEMA EN MMII|N
B11432017A|T92.4|+++GOTA|N
B00590012A|K90.38|ACC. CEREBROVASCULAR(EXC. AIT).INFARTO SUBCORTICAL DCHO.|N
B01838572A|S88.14|ECCEMA NC PIES|N
B00947052A|D97.8|ESTEATOSIS HEPAT|N
B11400026A|R74.29|FARINGITIS -  LARINGITIS|N
B11431983A|S18.4|HERIDA POR QX|N
B01919025A|L15.6|GONARTROSIS >D|N
B04175954A|R80.1|URG: GRIPE ; GRIPE|N
B08961275A|S18.4|HERIDA EN DE DE PIE|N
B09312289A|S93.1|QUISTES  SEBACEOS EN CUELLO|N
B00013677A|D20.15|"SIALORREA"|N
B11375918A|N89.1019|MIGRAÑAS   SIN  AURA|N
B01343527A|T86.10|HIPOTIROIDISMO (NC)PRIMARIO AUTOINMUNE|N
B00012691A|D01.5|SAR-DOLOR ABDOMEN|N
B11368690A|R97.8|RINOCONJUNTIVITIS ALERGICO.|N
B00024665A|K84.27|BLOQUEO DE RAMA  DERECHA INCOMPLETO|N
B11399430A|L77.1|ESGUINCE, TOBILLO|N
B06133092A|K76.12|IAM MAYO-2008|N
B07502162A|K90.48|ACV HEMORRAGICO EN 1999|N
B09368899A|H82.6|VERTIGO AURAL.|N
B11373889A|K31.6|HIPERTENSION ARTERIAL , DESPISTAJE|N
B09079255A|H81.3|TAPON DE CERUMEN/ CAE DERECHO|N
B11369820A|K84.58|ALTERACION CORAZON, NC +++++++|N
B00010366A|A78.33|FEBRE BOTONOSA|N
B08969560A|F92.10|CATARATA SENIL ( I.Q.)|N
B00013659A|D20.1|HALITOSI|N
B01998614A|R76.6|FARINGOAMIGDALITIS AGUDA DE PROBABLE ETIOLOGIA VIRICA   ----|N
B11383998A|L72.1|FRACTURA  DE  COLLES DERECHA|N
B11389204A|L17.3|DOLOR DEDO PIE- DERECHO|N
B11428286A|L04.9|DOLOR TORACICO NE : INESPECIFICO|N
B09373971A|S18.4|LACERACION, HERIDA PIERNA IZDA,|N
B00439096A|L12.6|SIGNO/SINTOMA DEDO DE LA MANO|N
B00024328A|K81.2|SOPLO FUNCIONAL CARDIACO INOCENTE|N
B04613582A|L01.6|CERVICODORSALGIA ...|N
B00008142A|A01.5|DOLOR   GLUTEO|N
B00932598A|S86.6|DERMATITIS SEBORREICA    CUERO CABELLUDO NC|N
B00040954A|R81.9|NEUMONIA  LSD|N
B08920015A|L75.4|FRACTURA CADERA NC/ IZQUIERDA IQ|N
B02509551A|H71.17|OTITIS A REPETICION|N
B07111589A|K90.48|ACVA EN 1995 SIN FOCALIDAD RESIDUAL|N
B02006499A|F73.20|HERPES SIMPLE OJO (QUERATITIS)|N
B09245104A|S94.2|ENCARNADA, UÑA NC|N
B08888429A|D90.1006|HERNIA HIATO/DESLIZAMIENTO|N
B01845099A|X91.-1|CONDILOMA ACUMINADO FEMENINO (PERIANAL)|N
B00017984A|F75.4|CONJUNTIVAL, HEMORRAGIA|N
B09345730A|S16.3|CONTUSION DE PIERNA -DCH|N
B00002076A|F79.2|LESION OJO NC|N
B03098777A|K07.3|EDEMA DE TOBILLO IZQ|N
B08689601A|L89.1|COXARTROSIS - DERECHO/A/|N
B11399677A|N08.5|TEMBLOR ESENCIAL -NRL|N
B02838450A|L01.6|CERVICO DORSALGIA*|N
B00531888A|F92.1007|CATARATA.OI|N
B08796209A|L79.7|ESGUINCE  MUÑECA  IZQUIERDA.|N
B11379969A|L29.8|CALAMBRES DE EXTREMIDADES|N
B00028804A|L17.8|SIMPTOMA, QUEIXA, SIGNE TARS NC|N
B00171057A|D78.16|NEOPLASIAS DE COLON|N
B11365107A|K89.1|¡¡¡¡¡¡¡¡¡TRANSITORIO ATAQUE ISQUEMICO (AIT)|N
B11423033A|T91.14|DEFICIENCIA VITAMINICA =>   D|N
B00469439A|U98.4|MICROALBUMINURIA +***********|N
B01831099A|P80.2|**PERSONALIDAD AGRESIVA|N
B09333583A|D72.9|PORTADORA DE HEPATITIS.-B|N
B09364729A|T91.14|DEFICIENCIA VITAMINICA VITAMINAD|N
B11435352A|S97.2|ULCERADA|N
B11378094A|F72.20|BLEFARITIS IZQ,|N
B00035880A|P73.4|PSICOSIS, PSICOTICO AFECTIVA.|N
B11378354A|F92.7|CATARATAS.  BILATERALES|N
B02621065A|P76.14|DEPRESION RECURRENTES|N
B02475843A|L87.1|GANGLION (ART. O TEND.) DCHO|N
B01392466A|P17.19|FUMADOR 20CIG/DIA|N
B02299425A|F93.3|SOSPECHA  DE GLAUCOMA|N
B03269253A|T93.1030|HIPERCOLESTEROLEMIA DE RIESGO MODERADO.|N
B00007136A|X05.12|BACHES AMENORREICOS |Y
B00342074A|L98.15|PIEE PLANOS VALGOS|N
B11395522A|L09.4|PRONACION DOLOROSA IZ.|N
B08526491A|D90.1006|HERNIA -HIATO POR DESLIZAMIENTO|N
B08554916A|U71.12|INFECCION, URINARIA  (TRACTO)DE REPETICION|N
B11380226A|L75.1001|FRACTURA CADERA NC - IZQUIERDO/A- PROTESIS|N
B02648417A|H71.999|BRONQUITIS- OMA|N
B11408262A|F39.4|TENSION OCULAR,|N
B01834522A|A81.26|TRAUMATISMO NE, DEDO|N
B02207773A|L84.28|ESTENOSIS DEL CANAL LUMBAR.|N
B00056370A|L70.7|OSTEOMIELITIS NO ESPECIFICADA LOCALIZ. NO ESPECIFICADA|N
B01371700A|A84.6|SOBREDOSIS POR MEDICAMENTOS|N
B04471205A|S98.2|URG ... LESION PIEL URTICARIA NC|N
B00042338A|R99.8|,POLIPOSIS NASAL|N
B04542114A|H71.2|OTITIS MEDIA DRCHA. (AGUDA)|N
B02964195A|D98.8|COLELITIASIS; COLECISTECTOMIA.|N
B01443873A|U14.3|COLICO NEFRITICOS REPETICION|N
B11373430A|P24.4|NIÑO PROBL. DE APRENDIZAJE.DISLEXIA|N
B00076592A|K89.4|SINDROME DE LA ARTERIA VERTEBRAL|Y
B08612381A|W83.3|IVE *********|N
B00035632A|P81.1004|TRAST. POR DEFICIT DE ATENCION Y TRAST. DE APRENDIZAJE|N
B01460500A|A82.1|EFECTO TRAUMATICO|N
B11432921A|X19.1|--NODULO MAMA - IZQUIERDO/A|N
B04759688A|L77.1|DISTENSION, ESGUINCE NC TOBILLO(S) / DCHO.|N
B01735710A|H86.3|PROBLEMA OIDO SORDERA NC ; SORDERA|N
B08850565A|D86.1|ULCERAS ESTOMAGO..|N
B05092129A|K76.12|IAM  POST-INFERIOR. STENT  : ABRIL 00|N
B00028274A|L15.21|DOLOR RODILLAS NC|N
B00718983A|X19.1|NODULO MAMARIA|N
B10863532A|K76.12|IAM AÑO 2002 (PARADA CARDIACA)|N
B00353270A|L18.24|ROTURA FIBRILAR GEMELOS|N
B11421280A|S04.17|QUISTE PIEL--CUERO CABELLUDO|N
B11400478A|R05.8|TOS//FARINGITIS SECA|N
B04761044A|L17.7|SINTOMA QUEJA SIGNO PIE NC IZQUIERDO|N
B00049685A|U71.5|ITU SAR URG|N
B00017461A|F28.3|AMAUROSI|N
B04487486A|H70.3|OTITIS EXTERNA   O. DCHO|N
B01364273A|L04.9|DOLOR TORAXICO INESPECIFICO. NC|N
B11368169A|R95.3|EPOC--AGUDIZACION|N
B04375120A|S88.14|MANOS ECCEMA|N
B03060718A|L87.32|TENDINITIS  ADUCTORES|N
B00039351A|R74.29|FARINGITIS/  LARINGITIS|N
B07291231A|R74.22|CVA; BRONCOESPASMO|N
B04675479A|S29.1|CAMBIO DE PIEL,|N
B11423330A|U33.1|CULTIVO  ORINA|N
B03271997A|P17.10|FUMAR TABACO EX|N
B00004057A|N16.6|INCAPACIDAD OLER|Y
B09010293A|P03.8|TRASTORNO TRISTEZA E INFELICIDAD|N
B04308948A|S12.1|GARRAPATAS EN PIEL|N
B00237491A|U04.7|INCONTINENCIA URINARIA, Y FECAL.|N
B09045167A|D70.32|GASTRITIS - POR HELICOBACTER|N
B01646019A|K78.21|FIBRILACION AURICULAR   INR  (2-3)|N
B08610184A|K74.9|¡ANGOR|N
B11400503A|L18.13|FASCITIS PLANTAR/|N
B04686303A|L12.3|DOLOR   DEDO  MANO|N
B04344130A|L75.4|FRACTURA   CADERA|N
B01811728A|S70.5|HERPES ZOSTER  OTICO|N
B00050045A|U98.7|HIPERCALCIURIA.|N
B03010105A|L87.45|TENDINITIS  ABDUCTOR|N
B11364400A|D24.4|BULTO,  ABDOMINALES|N
B02726072A|A50.8|MEDICAMENTOS   -- POLIMEDICADO|N
B10244000A|K90.48|INFARTO LACUNAR 2008|N
B00129686A|L78.1|) RODILLA ESGUINCE|N
B00806131A|S15.1|CUERPO EXTRAÑO EN  LA PIEL|N
B00031469A|L87.40|TENDINITIS RODILLA IZDA|N
B01506396A|L02.5|DOLOR. EN ESPALDA.|N
B03287647A|L15.6|GONALGIA, GONARTROSIS.|N
B03247837A|F05.16|TRASTORNOS  VISUALES|N
B02387507A|P10.2|TIC (ORIGEN PSIC.)|N
B02722512A|K99.23|VASCULITIS: CHURG-STRAUSS|N
B01690463A|T91.18|DEFICIT VITAMINA B12/|N
B02216931A|K96.26|HEMORROIDES EXTERNAS//INTERNAS|N
B04068976A|K78.18|INR.    FIBRILACION AURICULAR|N
B00472752A|A50.8|ANCIANO POLIMEDICADO-|N
B01391955A|F02.7|IRRITACION, IRRITABLE OJO IZQ|N
B00049354A|U70.3|PIELONEFRITIS AGUDA IZDA|N
B11370321A|K07.31|EDEMAS  - AMBOS/AS TOBILLOS|N
B00034544A|P06.18|*SAOS|N
B02821366A|H71.6|OTITIS MEDIA AGUDA   SUPURADA. NE - DERECHO/A|N
B11413913A|S96.2|ACNE FACIAL .|N
B09165963A|L17.5|DOLOR NC/ PIE DERECHO|N
B00069004A|Y82.3|EPISPADIAS|N
B11369542A|R74.6|URG CATARRO VIAS ALTAS (CVA)|N
B05218266A|K90.49|AIT 57 Y 66 AÑOS|N
B01690885A|N89.5|MIGRAÑA OFTALMICA-|N
B00053642A|Z05.5|CARRERA O PROFESSIO, PROBLEMA D' ELECCIO DE|N
B02435209A|U99.9|INSUFICIENCIA RENAL AGUDA ; INSUFICIENCIA RENAL (NE)|N
B00048687A|T93.996|DISLIPEMIA: IIA|N
B00026779A|L03.11|LUMBALGIA MECANICA.|N
B11398217A|D84.14|ESOFAGITIS  EOSINOFILICA .|N
B11438229A|X30.1|GIN REVISION|N
B03048861A|K76.12|IAM   NO STE  . FE NORMAL  46 AÑOS|N
B10761349A|K90.48|ICTUS HACE 7 AÑOS POR HTA|N
B01533020A|S88.14|ECCEMA INGUINAL  NC|N
B04808611A|L08.1|HOMBRO DR DOLOROSO|N
B00037335A|R05.9|TOS, PERSISTENTE..)|N
B00664211A|S75.3|MUGUET,|N
B00055501A|F75.4|HIPOFAGMA|N
B02835873A|K83.18|INSUFICIENCIA AORTIC A|N
B07323959A|K90.48|ICTUS 02/2006|N
B11416445A|P01.1|// ANSIEDAD|N
B11394416A|T90.9|DIABETES  MELLITUS   TIPO II|N
B00020084A|H02.1|OIDO, DISMINUCION AUDICION, HIPOACUSIA - IZQUIERDO/A|N
B00012131A|B81.2|ANEMIA POR DEFICIT  DE FOLATOS|N
B01367551A|U71.12|INFECCION URINARIA - DE REPETICION|N
B05442924A|L90.2|GONARTROSIS >DERECHA|N
B11432558A|F72.17|INFLAMACIONA DE PARPADOS|N
B04669365A|D88.7|APENDICITIS AGUDA + APENDICECTOMIA ; APENDICITIS AGUDA|N
B01192312A|Y04.8|DIFICULTAD ERECCION*|N
B04136552A|A81.9|TRAUMA TRAUMATISMO LESION ARTROPATIA.|N
B08834676A|T80.2|HIPERPLASIA SUPRARRENAL CONGENITA NC|N
B00044638A|S76.1|ERISIPELAS.|N
B08840725A|D06.19|DOLOR FOSA ILIACA  DCHA.|N
B00075179A|A96.3|SINDROME DE MUERTE SUBITA DE NIÑ?OS|N
B00614122A|H71.6|OMA  DERECHA SUPURADA|N
B00043164A|S16.17|CONTUSION DE PIE DER.|N
B00039933A|R76.2|AMIGDALITIS AGUDA, ANGINAS (EXCEPTO ESTREPTOCOCIA)|N
B11400371A|L18.13|FASCITIS PLANTAR NC - IZQUIERDO/A|N
B11370938A|K96.30|HEMORROIDES **FISURA ANAL**|N
B00022615A|K07.5|EDEMAS(EEII)|N
B09996187A|K76.12|IAM INFERIOR 28 DIC 09|N
B02528987A|D99.35|INTOLERANCIA ALIMENTARIA : LACTOSA|N
B08697008A|T86.12|HIPOTIROIDISMO PRIMARIO/SUBCLINICO|N
B00016545A|D95.1004|FISTULA PERIANAL|Y
B02971042A|S18.4|CORTE (HERIDA) MANO IZQ,|N
B02529264A|N87.15|ENFERMEDAD PARKINSON RIGIDO-TEMBLOROSO|N
B04584634A|L98.16|PIES 'PLANOS|N
B01198655A|R78.6|URGENCIA.BRONQUITIS|N
B11382183A|F92.8|CATARATA  INTERVENIDO.|N
B11409241A|H02.4|PROBLEMA OIDO (-)|N
B00009124A|A23.18|AF DE  GLAUCOMA|N
B11436157A|P15.3|ADICCION ALCOHOL (CRONICO)|N
B01897117A|P01.20|ANSIEDAD / NERVIOSISMO|N
B00069689A|B99.10|LUPOIDE MILIAR DE BOECK|N
B09151773A|D50.3|PROTECCION GASTRICO NC|N
B04410221A|L85.9|ACTITUD ESCOLIOTICO|N
B00004481A|P12.9|ENURESIS (NO MAPEA)|Y
B05464256A|A85.14|ALERGIA:PENICILINA|N
B00818661A|L17.10|METATARSALGIA, NC (IZQ)|N
B08797503A|Y06.4|SIGNO / SINTOMA PROSTATICO + DE|N
B00001222A|D19.31|SIGNO/SINTOMA DE DIENTES Y ENCIA|Y
B08976053A|Y77.1|**NEOPLASIA MALIGNA PROSTATA|N
B00488218A|L76.6|FRACTURA DE HUMEROS|N
B01050279A|F91.7|HIPERMETROPIA -  Y ASTIGMATISMO|N
B09273060A|D02.6|ESPASMO ESOFAGICO ''|N
B11388883A|R99.27|NODULOS  EN  CUERDAS VOCALES|N
B02744070A|L14.8|SINTOMA QUEJA SIGNO MUSLO NC DCHO|N
B00702987A|S88.26|ECCEMA  DE CONTACTO DE MANOS|N
B00035098A|P17.22|DEPENDENCIA TABACO,,|N
B04078780A|L16.3|INFLAMACION TOBILLO TRAUMATICA IZQUIERDO|N
B01932848A|H02.1|DISMINUCION DE AUDICION,|N
B11364295A|D01.5|DOLOR  ABDOMINAL ''|N
B11419589A|L75.2|FRACTURA DE CADERA PERTROCANTEREA IZQ.|N
B03069646A|W81.3|HIPERTENSION EN EMBARAZADA|N
B02577739A|H71.998|AMIGDALITIS AGUDA+ OMA|N
B01131903A|K94.17|TROMBOSIS VENOSA PROFUNDA   INR 2-3|N
B11428153A|L11.2|DOLOR DE MUÑECA - IZQUIERDO/A DOLOR NC|N
B01834902A|S87.1|DERMATITIS ATOPICO|N
B11412256A|A06.9|PRE/SINCOPE|N
B09133602A|F13.15|SINDROME OJO SECO - AMBOS/AS SINDROME OJO SECO - AMBOS/AS|N
B02414747A|L01.1|DOLOR EN CUELLO.|N
B11373375A|L76.21|APLAST VERTEBRAL.|N
B01938271A|Y85.1|ADENOMA PROSTATA, DE**|N
B09205436A|D11.12|HECES   BLANDAS|N
B02622055A|L87.25|BURSITIS NE (CODO DERECHO)|N
B02128934A|A03.1|FIEBRE NC|N
B05047373A|L75.4|FX CADERA  IZQ.|N
B04651537A|L98.14|PLANO  PIE|N
B11369357A|R74.22|CATARRO DE VIAS ALTAS / CVA - BRONCOESPASMO|N
B11431216A|U71.12|INFECCION URINARIA (ITU) RECURRENTE RECURRENTES|N
B04534474A|U71.5|ITU INFECC TRACTO URINARIO URGENCIA|N
B01218061A|D18.4|DEPOSICIONES ANORMALES.|N
B11375077A|R96.3|BRONQUITIS //ASMA|N
B01423064A|N08.27|TEMBLOR, ANSIEDAD|N
B09352916A|L74.5|FRACTURA DE 5º METATARSIANO.|N
B01081151A|W90.3|PARTO PARA EL PARTO|N
B03290095A|S90.1|PITIRIASIS ROSADA DE  GILBERT|N
B01673731A|L72.3|FRACTURA RADIO (DCHO)|N
B02466529A|T91.14|VITAMINAS D INSUFICIENCIA|N
B02808298A|L86.21|HERNIA  DISCAL  L4--L5  Y  L5--S1|N
B11430285A|A91.26|!!HIPERCALCEMIA!!!|N
B00012936A|D06.19|ABDOMEN DOLOR.DOLOR FID|N
B02206514A|Y85.2|HIPERTROFIA BENIGNA DE PROSTATA  PROSTATA|N
B08813025A|D89.16|HERNIA INGINOESCROTAL IZQUIERDA.|N
B00549022A|L96.16|LESION MENISCO (RODILLA) MEDIAL RODILLA DCHA|N
B00045067A|S86.6|DERMATITIS SEBORREICA   CUERO  CABELLUDO|N
B02576983A|L74.4|FRACTURA METACARPO  DCH|N
B11367494A|U99.9|FRACASO  RENAL AGUDO...|N
B08547966A|T91.18|VITAMINAS DEFICIENCIA/  B 12|N
B11408144A|L91.8|OSTEOARTROSIS TOBILLO.|N
B11408874A|A81.19|TRAUMA   MUÑECA|N
B01517001A|W84.30|EMBARAZO ALTO RIESGO  ; EMBARAZO DE ALTO RIESGO|N
B00423343A|F72.3|QUISTE PARPADO ORZUELO OD|N
B00525756A|T07.7|EXCESIVA  GANANCIA DE PESO|N
B00037558A|R05.8|TOS SIN EXPECTORACION (*)|N
B11438726A|N04.2|SINDROME  DE  PIERNAS  INQUIETAS|N
B00836877A|N06.10|PARESTESIAS EN A.MANOS|N
B04693123A|L83.9|HERNIA DISCAL CERVICAL.C6-C7|N
B00213633A|K83.17|MITRAL /INSUFICIENCIA NC|N
B07897695A|L76.6|FRACTURA  HUMERO  IZDO|N
B00000042A|A04.21|ASTENIA PRIMAVERAL|Y
B02237710A|D02.5|SAR        EPIGASTRALGIA|N
B11391775A|L92.10|TENDINITIS HOMBRO - DERECHO/A:SE|N
B00029759A|L76.15|FRACTURA NAS|N
B05404099A|R74.6|IRA   (INFECC. RESPIR.) -IRA|N
B06299942A|K90.48|ACV TRANSITORIO 1993|N
B00043865A|S18.4|INFECTADA HERIDA|N
B01107033A|N08.5|TEMBLOR ESENCIAL - MOVIMIENTOS ANORMALES|N
B02344977A|X11.14|MENOPAUSIA /PRECOZ|N
B11403678A|S18.4|HERIDA, LACERACION.|N
B00036922A|R05.1|SAR-TOS, EXPECTORACION (AG./CRO.)|N
B01536039A|L98.19|PIE PLANO  FLEXIBLE.|N
B11376142A|K84.30|BLOQUEO AURICULOVENTRICULAR  COMPLETO|N
B11395115A|D11.1|-*-*-**--DIARREA, NC|N
B11364746A|S10.6|ABSCESO MAMARIO, EN|N
B01171414A|W05.2|NAUSEAS  DEL EMBARAZO|N
B01177871A|P01.19|NERVIOSISMO/TENSION/SENSACION DE ANSIEDAD|N
B00025353A|K86.8|ESENCIAL, HIPERTENSION ARTERIAL|N
B02094135A|L08.2|SIGNO/SINTOMA DEL HOMBROS|N
B00033147A|N17.12|MAREO====|N
B04203365A|F92.8|CATARATA    OPERADA|N
B04521612A|D91.24|HERNIA UMBILICAL  IQ.|N
B05811991A|K90.48|TROMBOSIS CEREBRAL ICTUS: 2ª EPISODIO SEP.2014 CON SECUELAS|N
B02629655A|L14.7|DOLOR EN  PIERNA|N
B08623824A|D70.3|GEA  + A CAMPYLOBACTER|N
B00038854A|R74.6|URGENCIA/ CVA (CATARRO VIAS ALTAS)|N
B08695244A|U71.5|ITU+SOSPECHA|N
B00541191A|A91.47|(MACROCITOSIS)|N
B02019244A|S74.17|MICOSIS  PIES NC|N
B09272292A|F92.10|CATARATA SENIL-IQª|N
B02075012A|S18.4|LACERACION HERIDA PIERNA IZDA|N
B11437770A|L15.3|SINTOMA, QUEJA, SIGNO RODILLA NC- DCHA|N
B11402079A|L73.7|FRACTURA DE TIBIA / PERONE|N
B11416685A|B82.10|ANEMIA POR  TRASTORNO CRONICO|N
B11403259A|R80.1|GRIPE -->INFLUENZA A|N
B11422394A|L92.3|HOMBRO DERECHO  CONGELADO|N
B11428052A|L04.9|DOLOR NC DOLOR DE PECHO|N
B00157793A|L92.5|PERIARTRITIS ESCAPULOHUMERAL, IZQUIERDA|N
B11370283A|L16.2|DOLOR TOBILLO NC - AMBOS/AS -|N
B11400123A|X88.2|MASTOPATIA      FIBROQUISTICA|N
B00009731A|A50.7|MEDICAMENTOS (|N
B11363137A|T90.9|DIABETES MELLITUS TIPO 2 .)|N
B02825620A|A01.3|SAR-DOLOR|N
B11417371A|S87.1|DERMATITIS ATOPICA DERMATITIS, NC|N
B01555590A|A81.26|TRAUMATISMO - DEDO|N
B00037251A|R05.4|TOS,.|N
B00005864A|S86.5|COSTRA LACTEA|Y
B00019427A|F92.8|CATARATA  OI /OPERADA|N
B00003169A|L05.6|DOLOR AIXELLA|N
B08753527A|H71.99|OTITIS MEDIA (AGUDA) PERFORADA.-OD|N
B11423715A|L17.3|DOLOR DEDOS PIE DCHO NC|N
B11372003A|F13.1|SENSACION ANORMAL EN  LOS OJOS|N
B00932827A|U95.1|RENAL LITIASIS  DCH.|N
B04602060A|S74.17|MICOSIS  EN LOS PIES|N
B01911590A|L15.31|SINTOMA QUEJA SIGNO RODILLAS NC|N
B00956567A|K83.9|INSUFICIENCIA AORTICA (NO REUMAT.)|N
B09231519A|T82.13|OBESIDAD (IMC 30|N
B08801558A|S91.5|PSORIASIS ( CUERO CABELLUDO)|N
B02240962A|L83.9|HERNIA DISCAL CERVICAL-|N
B02518317A|A81.18|TRAUMATISMO PIE  NE|N
B11232844A|K76.12|INFARTO AGUDO MIOCADIO EN 2000|N
B04240015A|L86.18|CIATICA IZDA,.|N
B03205673A|A03.9|CATARRO  / FIEBRE|N
B00670828A|F75.13|TRAUMATISMO NE  . TRAUMATISMO OCULAR.|N
B00043080A|S16.14|CONTUSION  MANO DCHA|N
B02851418A|L74.6|FRACTURA PIE IZQ.|N
B01760121A|R77.5|LARINGITIS AGUDA-TRAQUEITIS.|N
B09097355A|X88.2|QUISTES  MAMARIO|N
B00004701A|P98.14|PSICOSIS, PSICOTICO SENIL|Y
B00010914A|A91.13|HIPERGLUCEMIA (SIN DIABETES)DIABETES|N
B11369921A|T93.2|ALTERACION METABOLISMO, NC LIPIDICO -|N
B00044255A|S52.6|REMOCIO LESIONS SUPERFICIALS (PELL)|N
B01266751A|L75.4|FRACTURA FEMUR -IZQUIERDO|N
B00582292A|S82.2|NEVUS MELANOCIT|N
B11400017A|D08.7|GASES (FLATULENCIA|N
B02971581A|L15.2|DOLOR DE  RODILLA|N
B11378548A|K86.4|SECUNDARIA, HIPERTENSION BGNA. ***   ****   ***|N
B04295722A|H71.2|OTITIS MEDIA (AGUDA) - IZQUIERDO/A+|N
B01830155A|L01.6|CERVICALGIA. DORSALGIA|N
B00563907A|L15.2|DOLOR RODILLA NC GONALGIA-IZQUIERDA|N
B02224521A|L08.1|DOLOR  EN HOMBRO DERECHO|N
B01918983A|R74.10004|CATARRO. GASTROENTERITIS AGUDA.|N
B04622523A|R07.1|>>>        SENSACION DE TAPONAMIENTO NASAL       --------------------|N
B02283249A|S91.5|PSORIASIS  DEL CUERO CABELLUDO|N
B09063912A|A70.18|TUBERCULOSIS .)|N
B11363930A|T90.8|DIABETES MELLITUS TIPO 2 (NC)  +  ADO|N
B00039641A|R74.6|IRA   (INFECC. RESPIR.).|N
B11406716A|L03.1|LUMBALGIA (SIN IRRADIACION) +++|N
B02606325A|W94.2|MAMA INFLAMACION|N
B01813348A|L13.3|SINTOMA SIGNO CADERA|N
B11393278A|K95.31|VARICES EXTREMIDADES INFERIORES. > DCHA.-|N
B11416748A|W11.2|PETICION DE INFORMACION SOBRE ANTICONCEPTIVOS ORALES ***|N
B04344475A|W84.5|EMBARAZO CONFIRMADO DESEADO-GEMELAR.|N
B02034081A|U71.5|ITU   COMPLICADA|N
B01460248A|L04.2|DOLOR *COSTAL*|N
B02394927A|L13.4|COXALGI|N
B01060751A|R81.5|NEUMONIA BACTERIANA (DEMOST./PROB.)/PROB|N
B11372546A|P76.15|SDR  ANSIOSO-DEPRESIVO|N
B11424493A|R99.35|FARINGITIS/CRONICA|N
B08843910A|S16.16|CONTUSION DE LA   NARIZ|N
B00018544A|F91.8|ASTIGMATISMO Y MIOPIA|N
B11367082A|H71.2|OTITIS MEDIA AGUDA INESPECIFICA DCHO|N
B08596509A|Z20.10|RUPTURA MATRIMONIO|N
B04092372A|A50.8|POLIMEDICADO OCTUBRE * - ABRIL|N
B11421875A|T03.1|INAPETENCIA PARA COMER|N
B02810451A|R96.5|ASMA EXTRINSECA***********************+|N
B01468273A|T83.6|EXCESO  PESO|N
B00023940A|K78.21|FIBRILACION AURICULAR.INR 2 -3.|N
B01832600A|S19.1|OTRA LESION DE LA PIEL NE|N
B02430895A|L87.47|TENDINITIS NC  CARPO|N
B00013732A|D20.34|LESION LENGUA   NC|N
B09412908A|S96.2|ACNE-GRANO|N
B11414370A|R75.3|SINUSITIS (AGUD.MAXILAR)|N
B04273436A|K90.1|ACCIDENTE CEREBROVASCULAR NC ****|N
B11386770A|A23.5|CONTACTOS TBC|N
B00000373A|A70.6|TUBERCULOSIS INTESTINAL|Y
B04396827A|F92.8|QX CATARATA ; CATARATA (NE)|N
B02079405A|R97.8|RINITIS ALERGICA+++++++++++++++++++|N
B11367498A|U99.9|FRACASO RENAL AGUDO *|N
B02178989A|L14.7|DOLORES EN MID|N
B11410479A|N17.13|VERTIGO / VAHIDO / MAREOS|N
B00552688A|D19.22|INTERVENCIONES DENTALES|N
B00031180A|L86.20|PROTUSION DISCAL LUMBAR L4 L5|N
B02024958A|L11.1|DOLOR MUÑECA MUSCULO ESQUELETI. DCHA|N
B11406212A|L96.16|LESION DE MENISCO INTERNO  RODILLA IZDA.|N
B08600835A|S18.6|HERID QUIRURGICA|N
B00050160A|U99.22|VEJIGA HIPERACTIVA.|N
B11385248A|L86.4|***--LUMBALGIA (CON IRRAD./SINT. IRRITAT.)|N
B08526364A|T92.14|GOTA). HIPERURICEMIA|N
B02815493A|A85.15|ALERGIA A LA LECHE DE VACA|N
B00685279A|L11.2|DOLOR MUÑECA  DERECHA.|N
B11404728A|T93.5|HIPERCOLESTEROLEMIA --+++++|N
B11362713A|T91.18|DEFICIT DE VIT. B 12.|N
B01518007A|R44.1|VACUNADO DE GRIPE|N
B08530647A|H71.5|OTITIS MEDIA (AGUDA) SUPURADA  INESPECIFICA, IZDA|N
B00025375A|K87.10|NEFROESCLEROSI (SECUNDARIA A HTA)|N
B09341849A|F76.1|CUERPO EXTRAÑO,  OJO|N
B00524992A|K92.40|RAYNAUD DE NC (FENOMENO)|N
B01037045A|L87.12|TENDINITIS DE CADERA/CADERA|N
B00015971A|D89.6|HERNIA INGUINAL NC - CIRUGIA|N
B08588368A|K07.3|EDEMA TOBILLO EDEMA|N
B07794595A|K76.12|IAM +63|N
B11406054A|Y85.997|PROSTATISMO HIPERPLASIA|N
B02645156A|A50.7|MEDICAMENTOS - RECETAS|N
B01620187A|L76.9|FRACTURA POTT DE  COLUMNA|N
B08653039A|R05.5|TOS,IRRITATIVA.)|N
B07720081A|K76.12|IAM ( ABRIL-05)|N
B04329877A|L92.16|ROTURA  MANGUITO ROTADOR|N
B04994250A|K76.12|IAM CON FIBRILACION AURICULAR (1999)|N
B02476695A|T91.18|DEFICIT VITAMINICO B 12|N
B08649390A|L76.3|FRACTURA CLAVICULAR IZDA|N
B11436271A|T89.6|DM TIPO II (ADO+INSULINA)|N
B08925548A|U14.3|COLICO RENAL  A?|N
B11425341A|L15.2|GONALGIA DER*|N
